baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PARK7	8011.67092217516	-0.286783818581243	0.24109873836335	-1.18948701485548	0.234248077783894	0.734509638503543
ERRFI1	835.787638392757	-0.208115150346159	0.3342655515042	-0.622604242075314	0.533544622868215	0.911422927533138
RERE	444.484100065337	-0.667483535725571	0.39285985761623	-1.69903725917859	0.089312163533108	0.498073705992936
ENO1	3092.58926329339	0.181822823100856	0.248779219802677	0.730860170898002	0.464864566100848	0.88449767602145
ENO1-AS1	135.842274503085	0.622388312290697	0.626494405234605	0.99344592240633	0.320492691674448	0.803222875387461
SLC25A33	741.860045521561	0.0389943925890771	0.428548748598723	0.0909917313178063	0.927499161253594	0.994421584155788
PIK3CD	245.340852994834	0.252842844103909	0.522180877936604	0.484205482787911	0.628240046175298	0.940140923921459
CLSTN1	165.418861310737	-0.21907920272144	0.552135101684228	-0.396785500601505	0.691525643774663	0.955677097463184
LZIC	809.221060735274	-0.0819424448912183	0.370078774858352	-0.22141892607211	0.824766257245815	0.978466742599945
NMNAT1	81.9617300343896	-0.63632734476687	0.667090539956101	-0.953884527891438	0.340142096066165	0.818965863730698
UBE4B	199.633899103029	-0.307504391514707	0.559356651046899	-0.549746554258679	0.582493221010429	0.9261692632794
KIF1B	324.410386966058	0.306322432232364	0.514168309524812	0.595762956521889	0.55133359367578	0.917049379508222
PEX14	88.8711936152111	-0.329142911909519	0.617346913802954	-0.533157135073288	0.593924811124853	0.92765158733748
TARDBP	2007.36005688009	-0.284712043138773	0.250730370037039	-1.13553074203462	0.256153008775795	0.757551289129951
MASP2	61.523224265495	0.850360733812627	0.723836411357989	1.17479684700755	0.240076001883196	NA
SRM	673.563808746219	-0.0182329437768265	0.352137648299505	-0.0517778881777468	0.958705674590786	0.997312852155645
EXOSC10	638.686626439945	0.00271755321425521	0.37329713658912	0.00727986621886778	0.994191558443766	0.999591895383045
UBIAD1	340.347553468415	-0.66236735739426	0.692798811967783	-0.95607461495627	0.339034538790787	0.818965863730698
FBXO44	188.385807418116	0.257011668263607	0.657702292489444	0.390772042607304	0.695965741872324	0.956014137404485
MAD2L2	526.584700559988	0.574949472717474	0.510614478081362	1.12599524180719	0.260167533361691	0.761713721552734
RNU5E-1	194.336825772199	1.41616647782322	0.529825415473434	2.67289268590065	0.00752003028182176	0.127689812781314
MFN2	168.290379684401	0.20114727355906	0.671343459549125	0.299619026145202	0.764467769794667	0.965820015419495
TNFRSF1B	642.535300223494	-0.228401846700297	0.367662026444004	-0.621227731646317	0.534449795566745	0.911422927533138
VPS13D	1052.05633606129	-0.0121344439791775	0.301170906301552	-0.0402908904056877	0.967861216286555	0.997614079509333
DHRS3	933.288392824599	0.635178711759158	0.345928374454215	1.83615672684065	0.0663344805613846	0.438760385477448
HNRNPCL1	70.2525943890027	-0.0131342236766603	0.589145395241309	-0.0222936880823461	0.982213683813083	NA
HNRNPCL2	18.1725874103878	0.0909340597181945	0.986903184746394	0.0921408108958144	0.926586163942241	NA
PRDM2	3473.66936251554	-0.505311670122355	0.231049710636003	-2.18702576485121	0.0287406431773117	0.285315306330931
EFHD2	1506.42769565351	0.586322599768745	0.271251234452344	2.16154813434316	0.0306530229479053	0.293804370404526
UQCRHL	1543.82543780953	-0.315039330245509	0.218476657384857	-1.44198164699376	0.149307551168629	0.618622435722148
FLJ37453	411.733415883702	-0.502562056086689	0.419788256308671	-1.19717988422514	0.231236448640489	0.73177862910828
SPEN	616.318910225364	-0.187245674945975	0.437512513823761	-0.427977872700119	0.668667230281038	0.95195930377391
ZBTB17	60.0469581531069	0.704070774889961	0.857607318435545	0.820971043220962	0.411662762342479	NA
FBXO42	174.359619147065	0.104936319350494	0.771686261371488	0.135983137971117	0.89183461108388	0.985704816133992
SZRD1	1036.75549347756	-0.15986802492543	0.271649626339283	-0.588508171646661	0.556191250535953	0.917645694741421
NECAP2	824.527359287095	-0.440757637296055	0.285421227299774	-1.54423565992564	0.122531252923986	0.573420284222596
RNU1-1	1797.95517000535	1.08409944699863	0.309541681917543	3.50227290968657	0.000461306841142863	0.0188677769355286
NBPF1	182.510844856852	-0.187310062475728	0.51693118353493	-0.362350093091397	0.717090428940688	0.959922363294045
CROCCP2	100.488186870875	0.421515999868754	0.875016430293136	0.481723525725732	0.63000236152011	0.940950116192471
RNU1-3	1672.56032333041	1.02583399957931	0.312872587037107	3.27875960400982	0.00104264414006883	0.0328595448753017
RNU1-4	1672.47139584685	1.02571967914631	0.312852633429962	3.27860330885127	0.00104322171267038	0.0328595448753017
RNU1-2	1632.66911713308	1.0000979095696	0.311631970296133	3.20922756615517	0.00133092107735167	0.0399968172761839
SDHB	5260.13225972344	-0.0342840131485226	0.240129964687348	-0.142772740558059	0.88646966637786	0.985704816133992
RCC2	132.472838590299	-1.25243950516659	0.621354960049656	-2.01565865840437	0.0438356814224446	0.359902837880206
IFFO2	410.887597321248	0.987789310070638	0.401964249540822	2.45740587925176	0.0139944476179884	0.186398547940463
UBR4	968.522202962788	-0.260379768132312	0.323192079286296	-0.805650214904114	0.420444563038654	0.868028940518973
EMC1	284.579384925213	-0.0070102624650703	0.521064664359972	-0.0134537283845203	0.989265801657739	0.998814244214254
MRTO4	256.850403647776	0.234058248160181	0.584161261655319	0.400674032196071	0.688660131872997	0.954945273180522
CAPZB	3571.53946665253	-0.154223901103384	0.214298854689084	-0.719667407122359	0.4717297983487	0.88449767602145
MICOS10	10106.1969573143	-0.162070570733167	0.22649484123345	-0.715559656240117	0.474263292314191	0.8857251696388
RPS14P3	2451.65665168719	-0.209605110665303	0.172455696172234	-1.21541425025455	0.224208135661474	0.723701155603683
OTUD3	425.499933955559	-0.711775738114748	0.530259353628785	-1.34231623307307	0.179493482212893	0.663242992910214
MUL1	140.149393132764	0.525059676256297	0.678668480436445	0.773661502474134	0.439130991566378	0.873698506588559
DDOST	783.57941498469	0.0799189148450759	0.384899945888452	0.207635557496901	0.835513538507615	0.979857798955376
HP1BP3	3710.88696080099	-0.0842777289463447	0.201087952577936	-0.419108792276758	0.675136625301536	0.95195930377391
EIF4G3	336.285859718915	-0.418537987935872	0.606780720725194	-0.68976810508359	0.490340029220543	0.890655251482994
ECE1	93.0001348836892	1.02164964451607	0.724477386595765	1.410188452281	0.158484044673765	0.63281588620208
NBPF3	46.2065779339794	0.789872658529133	0.910257510298085	0.867746379011441	0.385533190069274	NA
USP48	1295.43487361336	-0.319209726867338	0.266040041077353	-1.19985595241479	0.230195289343268	0.731607807824658
LINC00339	261.535411996399	-0.479222557779448	0.595145081180896	-0.805219723615236	0.420692896634935	0.868028940518973
CDC42	15089.7697698356	-0.037701378703537	0.200107968133095	-0.188405184737378	0.850559035646636	0.980881702808944
ZBTB40	520.809335255572	0.0565067004915443	0.483967260094528	0.1167572791608	0.907052398419413	0.989456350010679
KDM1A	333.984760679114	0.241186322929526	0.435155148713087	0.554253634922629	0.57940527654605	0.9261692632794
LUZP1	1744.16307794198	0.265052316050667	0.217163990018311	1.2205168823262	0.222268993654951	0.720043956065767
HNRNPR	3126.56253456722	-0.155957646909095	0.216033063027494	-0.721915639779855	0.470346345057934	0.88449767602145
ID3	1758.01943583334	-1.50739992679874	0.311490390983287	-4.83931437512503	1.30287815039965e-06	0.00025672759461247
RPL11	12410.1340887341	-0.20776655557539	0.132159041704057	-1.5720949009349	0.115928543885775	0.562578781411326
ELOA	623.005790338867	0.287964517063861	0.391851977174202	0.734880857665912	0.462412057385693	0.883698091442786
ELOA-AS1	35.6734255105225	-0.766721935006907	0.953104212139862	-0.804447116318478	0.421138799490764	NA
PITHD1	1052.71046428155	-0.108222078608737	0.327151529422903	-0.330801078019233	0.740794746547819	0.963845534753676
LYPLA2	157.63780831206	-0.111047211531788	0.533307601090999	-0.208223567983311	0.835054407281989	0.979857798955376
HMGCL	246.122837039183	0.0281777635793684	0.665317743086153	0.042352340475188	0.966217821021962	0.997610827108323
PNRC2	3384.51837299216	-0.238908290617849	0.217674515049508	-1.09754828471083	0.272401785580927	0.768076150804522
SRSF10	9870.90311662302	-0.149234301815611	0.157511504479582	-0.947450170758519	0.343409436108674	0.820560674604849
NIPAL3	228.873991067021	-1.20225052749201	0.518959866115588	-2.31665414994583	0.0205225790756435	0.235692758182109
RCAN3	1642.77772864373	-0.0647718909694607	0.225023529192618	-0.287844969820986	0.773465412492787	0.96862986093788
SRRM1	15475.5011446717	-0.40575431885076	0.192396874543973	-2.10894444004091	0.0349493776678269	0.315363234269965
RUNX3	2957.26983221047	1.09603682493474	0.22249011113198	4.92622714492052	8.38325388466219e-07	0.000173247097962787
SYF2	9260.67970039633	-0.346970291133785	0.206071629682459	-1.68373633803178	0.0922326353369633	0.507036037477345
RSRP1	6486.03725544906	-0.0154402742647784	0.239283378385752	-0.0645271492275863	0.948550490195376	0.996413129608904
RHD	76.4830247427451	-0.770908919128952	0.937242272222939	-0.822528968204261	0.410775906759002	0.862578502594554
TMEM50A	5671.77551563517	0.125607030818887	0.224175229987517	0.560307357890884	0.575269809513941	0.923804800399786
MACO1	726.458931922729	-0.587868570092046	0.384333547083601	-1.52957912353191	0.126120940165693	0.579199309498056
LDLRAP1	175.476750674672	-0.692313730637494	0.667826683268093	-1.03666676996129	0.299891183753995	0.787655920628517
MTFR1L	144.419764529994	1.00776266380319	0.755165119723926	1.33449312935906	0.182042297072249	0.667928230794172
STMN1	6893.05103423956	-0.458115564727086	0.245563520016489	-1.86556848792656	0.0621017618495788	0.425718631190519
ZNF593	821.983265293809	-0.375373766068806	0.30848523722276	-1.21682894600802	0.223669304332694	0.722787954085018
SH3BGRL3	47427.6898302088	0.577245993626806	0.227605887668784	2.53616459371571	0.0112074044550159	0.16398702837654
UBXN11	385.677663041889	0.139309027865191	0.464983936716431	0.299599656815991	0.764482545977479	0.965820015419495
CD52	38302.3050169412	0.366221292465979	0.228431766562745	1.60319774248818	0.108891003744371	0.544005586513006
DHDDS	209.737809864907	1.35468689867012	0.562561131479407	2.40807055956319	0.0160370811871271	0.201411028426517
HMGN2	6336.31631395777	-0.168734832482794	0.214936020625046	-0.785046787374699	0.43242613711737	0.873616275583088
ARID1A	567.238392184032	0.193331422718903	0.468017680568235	0.41308572463368	0.679543807985135	0.953138065294009
PIGV	157.507527687979	0.4176226110304	0.738727621932628	0.56532691973509	0.571851421797202	0.921860178251083
ZDHHC18	117.234668469828	0.870105834556528	0.692691243415221	1.25612362337163	0.209071152408654	0.704064704571465
GPATCH3	302.167033928642	-0.00149332268896203	0.570457314422702	-0.00261776411872861	0.997911328811345	0.999864257561412
NUDC	1663.06867543115	-0.204369410414515	0.233139296805714	-0.876597867517912	0.380705097881305	0.845199018794675
SLC9A1	83.8227524813215	0.781727949361927	0.798017963556249	0.979586907891486	0.327290070035364	0.810145709438984
WDTC1	33.7463320924968	0.40464155371096	0.934939501052697	0.432799719399333	0.665160277217336	NA
TMEM222	184.355983395307	-0.00670193718545265	0.797119085178591	-0.00840769881196748	0.993291705960356	0.999425320579753
ACTG1P20	149.313521951559	-0.0660525149852415	0.712612417099998	-0.0926906596071459	0.926149317618693	0.994347367365964
SYTL1	217.428107272208	0.779736807610007	0.438573126616429	1.77789463213499	0.0754211620087408	0.462748674726808
WASF2	1387.69553874473	-0.294894499195635	0.243195313028159	-1.21258298740934	0.225289296516363	0.725808444632374
IFI6	411.97445737171	-0.0291659983757421	0.524710144964068	-0.0555849713516391	0.955672437117883	0.997312852155645
FAM76A	1454.98511494291	-0.128842448493566	0.210656789197772	-0.611622578053273	0.540787496445095	0.912453101307472
STX12	436.598332224386	-0.129563864387119	0.379080000706723	-0.341785016739401	0.732512686201783	0.962558931480724
PPP1R8	545.171259411989	-0.524801517357716	0.456630494542007	-1.14929143723545	0.25043582772744	0.751039687889193
RPA2	1199.83723999588	-0.225250412180129	0.281927209167273	-0.798966558940692	0.42430980293125	0.870633798461399
EYA3	440.633269798208	0.00562898739018657	0.522343253769176	0.0107764144546108	0.991401831705311	0.999103072391241
DNAJC8	8254.06918331855	-0.121536085264107	0.187600924658673	-0.647843743229059	0.517086019729255	0.906532142595899
ATP5IF1	11644.8294519478	-0.584939043315596	0.218397789678198	-2.67831942886183	0.00739926163236132	0.126144756158949
SESN2	159.653254750736	0.442261102935828	0.542954089431015	0.814546039056991	0.415332208869532	0.866531088631476
PHACTR4	305.787498249061	-0.356779803074741	0.353595730582569	-1.0090048386244	0.312972313654831	0.797980337818572
SNHG3	1077.91456158502	0.0413944080393322	0.289106702334648	0.14318038186267	0.886147723180457	0.985704816133992
TRNAU1AP	493.201822656072	-0.283639208092796	0.456330114664877	-0.621565833543764	0.534227393026226	0.911422927533138
SNHG12	1598.93432514232	0.140616841984197	0.183735978504351	0.765320124718345	0.444080943222105	0.875036620216914
SNORD99	306.382337219324	0.176860741351135	0.352546446100623	0.501666499002674	0.615902133708409	0.936060767517731
SNORA61	197.576519191679	0.305819455166088	0.39205595584097	0.780040324881936	0.435367139913593	0.873698506588559
SNORA44	37.2239719462933	-0.305005752717732	0.855791487424036	-0.356401947436765	0.721539571160001	NA
TAF12	981.111856043605	0.180676122688955	0.386463653447026	0.467511293953341	0.640134113677209	0.944237824013503
RNU11	67.6809343786032	0.642112584630302	0.635567279345772	1.0102983672968	0.312352363154341	NA
YTHDF2	2106.27355707899	0.196727719262731	0.208605239529165	0.943062215056334	0.345649081114916	0.823358072613631
EPB41	2482.23477801671	-0.746495033793442	0.356991200755972	-2.09107404387741	0.0365214270562027	0.322153825156935
SRSF4	712.533493547869	0.588066093472979	0.326925267716615	1.79877834949951	0.0720537494237852	0.454537624347795
LAPTM5	6941.21954184452	-0.189506390479649	0.255097985921023	-0.742876858848738	0.457556237224509	0.881198627729621
PUM1	2365.03562372618	0.179149008708664	0.203060650668388	0.882243842511989	0.377644957696024	0.843889244321002
SNRNP40	891.44483719765	-0.17867076184961	0.384144132211074	-0.465113864478962	0.641849917822665	0.944756432494265
ZCCHC17	1104.49170005986	-0.0375798466375534	0.276595807459788	-0.135865568544515	0.891927555343605	0.985704816133992
PEF1	455.867502298573	0.118409647920985	0.611664292698586	0.193586006792348	0.846500055882019	0.980881702808944
PTP4A2	3948.27364736953	0.281244805137022	0.182198392334532	1.54361847837073	0.122680785834652	0.573420284222596
KHDRBS1	1066.41060148178	0.062975522960269	0.320928802578116	0.19622895313343	0.844430967246506	0.980790073403653
KPNA6	587.803948123207	0.15237398034813	0.332403002390295	0.458401335885704	0.646664132097352	0.946252534871088
TXLNA	288.802761051461	-0.00572917937419088	0.535758109936604	-0.0106935933734513	0.991467909559733	0.999103072391241
CCDC28B	98.8964565251921	-0.82391468231155	0.702131307228032	-1.17344814827345	0.240616138640754	0.740693739940135
TMEM234	118.81450217744	0.222296681675658	0.682665536879472	0.325630443704243	0.744703975802592	0.963845534753676
EIF3I	4236.83556025242	-0.151092950922384	0.195004654366906	-0.77481715199525	0.438447712627957	0.873698506588559
LCK	1728.12575119097	0.116102362211388	0.27347937372364	0.424537911691701	0.671173562670455	0.95195930377391
HDAC1	365.165660405508	-0.280689829238087	0.415389672984577	-0.675726546645537	0.49921427809946	0.898055749116078
MARCKSL1	1248.6705404194	-0.627477844035297	0.653059729383808	-0.960827648379653	0.33663883435683	0.818965863730698
BSDC1	228.484547108062	0.740385705049683	0.453191938722946	1.63371331611949	0.102319060991344	0.528950215850922
ZBTB8OS	2263.18443197159	-0.0676488725157425	0.272989866225795	-0.247807266441857	0.804283532453684	0.976344212547123
RBBP4	1020.81154353168	0.310610386449283	0.349205552692749	0.88947722639043	0.37374665717432	0.842446242681035
YARS1	406.406792661134	0.403887082656432	0.403899127486604	0.999970178617996	0.317324939880922	0.802355779054327
S100PBP	251.338413298088	-0.154123381494983	0.686427270981683	-0.224529805283765	0.822345077617196	0.977539756614472
RNF19B	540.166037280723	0.990508604758815	0.332761168025573	2.97663519645626	0.00291430556374403	0.0685914195600088
AK2	722.023588826738	-0.278606306545798	0.313030661926098	-0.890028806863567	0.373450418288862	0.842446242681035
PHC2	85.2192822940576	0.793255605919343	0.881817004955876	0.899569413451077	0.368349440551247	0.84221883699878
SMIM12	1348.76209003026	0.157674286774889	0.347734305028201	0.453433223282649	0.650236817618569	0.946642019876656
TMEM35B	3870.65047043384	-0.0367001136915269	0.233529783503928	-0.157153889070897	0.875123567839055	0.984681989473181
ZMYM6	765.690540684722	0.0927353268730865	0.297850716451674	0.31134834247791	0.755535820237235	0.965228464638917
ZMYM1	288.948413472451	-0.39639855134212	0.538273349149985	-0.736426115036333	0.461471416596197	0.88314255622282
SFPQ	8797.06635026126	0.117953393292365	0.154099634656053	0.76543590486528	0.444012019528552	0.875036620216914
ZMYM4	384.886976602747	-0.0229243933935655	0.417457247202414	-0.0549143500255251	0.956206699462962	0.997312852155645
KIAA0319L	261.089365381851	1.88359272021628	0.621341964560113	3.03149123615012	0.00243348984596437	0.0624816953480487
NCDN	82.9101403369805	1.03914292647151	0.693807656836189	1.49773920225971	0.134201022322962	0.592674243144892
PSMB2	4475.57833558054	0.165631337839053	0.228513281280669	0.724821493572699	0.468561548046444	0.88449767602145
CLSPN	202.189044555802	0.11736502600948	0.65353850983412	0.179583948372483	0.85747920714431	0.981251233319187
AGO4	244.8119430959	-0.0521659626785239	0.628674477650286	-0.0829777007546064	0.933869270675297	0.995484375445669
AGO3	655.520820324653	0.515661996248755	0.323126528462316	1.59585162723305	0.110521923592601	0.549883886435764
ADPRHL2	375.379180755427	-0.672749759380615	0.602942349651732	-1.11577791768849	0.264517208331827	0.763625029701363
TRAPPC3	1377.28653200329	-0.635771190656255	0.2926465987108	-2.17248788626633	0.0298188823685475	0.290042566266449
MAP7D1	285.091774722574	0.0165675352902372	0.564001583898439	0.0293749800766881	0.976565527197952	0.998054848024973
THRAP3	4381.14833069242	-0.538260409349843	0.20627897968293	-2.60938080155912	0.00907062408997347	0.145559465746866
STK40	139.583994721271	0.687815974564925	0.6246031416645	1.10120479498705	0.270807535285504	0.766682993429169
LSM10	1343.05754400499	-0.168670219203867	0.230194748097331	-0.732728355438196	0.463724125952208	0.88449767602145
MRPS15	1180.33777735651	0.390593993148399	0.275979846630813	1.41529897170683	0.156980856380656	0.630832619011737
ZC3H12A	1083.97861775347	0.818467670677921	0.25962772284691	3.15246639189041	0.00161897457139627	0.0469779847378103
MEAF6	2285.18854512214	-0.0747219892370419	0.282190184701803	-0.264793012967487	0.791168919679017	0.973083793938208
SNIP1	482.38206048979	0.211988641779324	0.377589067154299	0.561426853211023	0.574506582196921	0.923211244751922
GNL2	1070.66859535597	0.154411559364404	0.325649160689969	0.474165384112288	0.635381975934926	0.94271913477882
C1orf109	149.370858275569	0.767325091777242	0.617542628309474	1.24254595003069	0.214035197883745	0.711184404576069
YRDC	349.477671555737	-0.690019616533781	0.63241477984942	-1.09108711326778	0.27523455270721	0.770519291649164
C1orf122	502.486989313145	0.391366811058297	0.394195940462173	0.992823037699072	0.320796200910087	0.803222875387461
MTF1	437.468796930303	0.0578639399506977	0.42365781539435	0.136581783335772	0.89136137633875	0.985704816133992
INPP5B	117.034124607448	0.0833516187784272	0.750300658467553	0.111090957788399	0.911544218998623	0.990519661801059
SF3A3	1966.34315169474	-0.277622993964026	0.292603440254847	-0.948802904443731	0.342720864410184	0.820083879199467
UTP11	4165.80133143059	0.168835812188418	0.211483255855179	0.798341275320801	0.424672471701993	0.871036033098763
RRAGC	481.88388499525	0.408671067892059	0.459042751543462	0.890267990329799	0.37332200454054	0.842446242681035
AKIRIN1	1199.51166484402	-0.0203698723386271	0.278133802812542	-0.0732376724175307	0.941616988612489	0.995819986094162
NDUFS5	19139.2467674604	-0.162492848978808	0.193537680746248	-0.839592829428685	0.401136721059477	0.856992293882237
MACF1	4935.44780519458	-0.0376658188743831	0.21481782413299	-0.175338424669383	0.860813720889446	0.982376000371063
PABPC4	1000.95163140067	0.345998857108366	0.330674877131908	1.04634153071854	0.295403377305287	0.786350240624473
PPIE	1331.36642450687	-0.110726889873019	0.23948130029329	-0.462361318973188	0.643822233345008	0.94546718393489
TRIT1	94.9294223950602	-1.34372401498874	0.781519384073279	-1.71937387910361	0.0855463153546812	0.487775188425447
CAP1	2306.53241773068	0.52888609891876	0.196454747857097	2.69215228793287	0.00709925202853576	0.123262218110212
PPT1	1470.51788962148	0.471508967289194	0.374609970229275	1.25866635904168	0.208150867286138	0.702901292786029
RLF	4173.14198203725	-0.369219850922365	0.263794457493535	-1.39964976683187	0.161618223231377	0.637519183165485
ZMPSTE24	1379.82376563582	-0.196434293327716	0.298832954933781	-0.657338121798665	0.51096352944892	0.903840080380104
SMAP2	5469.31200549481	-0.26992015714216	0.19223654059753	-1.40410432014208	0.160287787359548	0.635228448221446
ZNF684	368.694621729284	1.21156260669303	0.506709500150963	2.39103984893134	0.0168007292692036	0.206494972495471
NFYC	316.808630529925	-0.648131536654193	0.640189353966786	-1.01240598994375	0.311343975532054	0.797491305584305
CITED4	75.3783390063707	-0.211777974391463	0.716996343107413	-0.295368276877999	0.767712564198561	0.966829452505114
CTPS1	442.330203052419	-0.128723303449632	0.393136964946441	-0.327426100639427	0.74334562800479	0.963845534753676
SCMH1	140.283352462323	-0.0836363570019363	0.604520578895101	-0.138351546534282	0.889962588924242	0.985704816133992
FOXJ3	886.097777062149	-0.244170458973828	0.291552215975551	-0.83748449023726	0.402320291390899	0.857749430457734
PPCS	2323.77564241824	-0.0676253950613742	0.203655544635635	-0.332057716289357	0.739845677778579	0.963845534753676
PPIH	536.987234001353	0.0410838791299488	0.30710184391421	0.133779330681667	0.893577071986228	0.985971940479139
YBX1	2536.87159482164	0.0608630804302523	0.228067716292447	0.266864076247463	0.789573816838579	0.972147523961923
C1orf50	1106.72595452557	-0.198498453908837	0.302531260734669	-0.656125431225856	0.511743422723826	0.904197342656252
SVBP	639.530252147835	0.0992157586309007	0.360666836181841	0.275089774488936	0.783247267409079	0.970531962165092
SLC2A1	317.166668162996	0.980082722743781	0.589643189787891	1.66216237161383	0.0964802224651651	0.517007813011982
EBNA1BP2	830.856709660332	-0.289010390808284	0.367613576828936	-0.786179861204557	0.431762122674008	0.873406679044563
ELOVL1	881.103845254366	0.0149197832118308	0.674285676369698	0.0221267983804101	0.982346809690252	0.99855050673606
MED8	490.942520015868	-0.145600336089787	0.358851398495264	-0.405739915464504	0.684933710598787	0.95388614889933
KDM4A	215.925236340661	0.529550279803282	0.693804220126838	0.763256066252339	0.445310697777306	0.875154471292632
ATP6V0B	3545.78995817523	-0.0226237310971213	0.263068227958934	-0.0859994810952728	0.931466829725108	0.995484375445669
DMAP1	188.461245279658	0.0224614337228125	0.620920981911519	0.0361743834999172	0.971143311622575	0.997693346108919
